Date,Cases - Total,Deaths - Total,Hospitalizations - Total,Cases - Age 0-17,Cases - Age 18-29,Cases - Age 30-39,Cases - Age 40-49,Cases - Age 50-59,Cases - Age 60-69,Cases - Age 70-79,Cases -  Age 80+,Cases - Age Unknown,Cases - Female,Cases - Male,Cases - Unknown Gender,Cases - Latinx,Cases - Asian Non-Latinx,Cases - Black Non-Latinx,Cases - White Non-Latinx,Cases - Other Race Non-Latinx,Cases - Unknown Race/Ethnicity,Deaths - Age 0-17,Deaths - Age 18-29,Deaths - Age 30-39,Deaths - Age 40-49,Deaths - Age 50-59,Deaths - Age 60-69,Deaths - Age 70-79,Deaths - Age 80+,Deaths - Age Unknown,Deaths - Female,Deaths - Male,Deaths - Unknown Gender,Deaths - Latinx,Deaths - Asian Non-Latinx,Deaths - Black Non-Latinx,Deaths - White Non-Latinx,Deaths - Other Race Non-Latinx,Deaths - Unknown Race/Ethnicity,Hospitalizations - Age 0-17,Hospitalizations - Age 18-29,Hospitalizations - Age 30-39,Hospitalizations - Age 40-49,Hospitalizations - Age 50-59,Hospitalizations - Age 60-69,Hospitalizations - Age 70-79,Hospitalizations - Age 80+,Hospitalizations - Age Unknown,Hospitalizations - Female,Hospitalizations - Male,Hospitalizations - Unknown Gender,Hospitalizations - Latinx,Hospitalizations - Asian Non-Latinx,Hospitalizations - Black Non-Latinx,Hospitalizations - White Non-Latinx,Hospitalizations - Other Race Non-Latinx,Hospitalizations - Unknown Race/Ethnicity
03/02/2021,328,7,30,46,103,62,44,31,25,11,6,0,182,144,2,91,21,59,101,15,41,0,0,0,0,1,0,2,4,0,4,3,0,4,1,2,0,0,0,0,2,2,5,5,3,8,5,0,18,12,0,13,1,10,5,1,0
10/24/2020,885,5,62,109,224,197,140,105,59,38,13,0,469,416,0,361,23,128,262,34,77,0,0,0,0,0,0,2,3,0,2,3,0,0,0,2,3,0,0,2,9,8,6,6,10,15,6,0,33,29,0,21,2,26,9,3,1
11/08/2021,534,3,,154,110,90,82,51,22,15,10,0,262,266,6,86,13,135,153,44,103,0,0,0,0,0,1,2,0,0,2,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,
07/19/2020,100,2,22,14,27,23,9,14,6,6,1,0,53,46,1,26,2,35,28,3,6,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,1,2,5,5,3,2,1,0,13,9,0,1,0,18,3,0,0
10/29/2021,366,2,16,79,65,73,66,37,26,14,6,0,181,184,1,65,23,67,95,49,67,0,0,0,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,3,4,5,1,0,6,10,0,4,0,8,3,1,0
02/26/2021,359,6,20,67,98,58,58,29,32,11,6,0,181,175,3,108,9,82,104,17,39,0,0,0,0,1,1,0,4,0,0,6,0,3,0,1,2,0,0,2,1,1,2,3,4,2,5,0,10,10,0,5,0,11,3,1,0
05/24/2020,279,27,92,16,55,42,48,33,47,22,16,0,149,130,0,147,6,56,23,11,36,0,0,0,4,2,6,8,7,0,14,13,0,9,0,12,6,0,0,0,7,6,5,19,31,13,11,0,45,47,0,32,2,37,10,5,6
09/28/2020,420,2,28,56,101,76,69,53,40,14,11,0,217,200,3,199,5,60,102,12,42,0,0,0,1,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,4,1,3,4,6,5,5,0,14,14,0,7,1,12,6,2,0
08/25/2020,413,4,27,52,121,75,69,50,27,9,9,1,224,186,3,190,8,66,106,17,26,0,0,0,0,0,0,0,4,0,1,3,0,0,1,2,1,0,0,0,3,3,3,7,6,3,2,0,12,15,0,6,0,10,8,1,2
02/01/2021,608,9,41,79,150,114,95,89,43,22,16,0,318,289,1,229,21,111,167,22,58,0,0,0,0,1,5,0,3,0,7,2,0,3,0,4,2,0,0,1,2,3,3,6,11,9,6,0,21,20,0,12,0,17,9,2,1
11/09/2020,3230,14,145,386,833,617,529,430,252,118,65,0,1629,1585,16,1345,74,519,829,118,345,0,0,0,0,1,3,7,3,0,5,9,0,6,0,0,8,0,0,1,6,15,13,26,30,34,20,0,72,73,0,44,7,57,30,2,5
05/22/2020,724,36,92,64,155,135,125,112,74,35,24,0,369,348,7,389,11,161,83,24,56,0,0,0,1,6,10,8,11,0,16,20,0,12,2,14,8,0,0,0,9,13,8,11,19,18,14,0,40,52,0,38,4,38,10,0,2
04/29/2020,1152,44,158,54,208,231,219,201,118,62,59,0,546,603,3,636,20,202,145,34,115,0,1,1,4,4,5,9,20,0,21,23,0,16,3,13,12,0,0,0,12,11,23,26,34,20,32,0,79,79,0,59,4,49,35,9,2
03/03/2021,337,5,23,46,91,72,56,29,25,14,4,0,161,176,0,86,21,75,101,29,25,0,0,0,0,0,1,1,3,0,3,2,0,0,1,3,1,0,0,1,2,1,1,4,7,5,2,0,15,8,0,2,0,13,7,1,0
03/31/2020,490,16,161,5,57,104,97,92,69,39,27,0,261,229,0,113,20,229,86,17,25,0,0,0,4,1,0,5,6,0,6,10,0,2,0,14,0,0,0,2,7,16,25,33,31,26,21,0,72,89,0,29,3,103,18,7,1
09/07/2020,72,1,17,4,19,17,5,10,11,3,3,0,39,33,0,23,0,23,18,3,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,6,1,1,5,1,1,0,11,6,0,8,0,5,3,0,1
04/29/2021,531,7,48,111,117,109,71,64,34,13,12,0,266,265,0,137,17,197,107,14,59,0,0,1,0,1,1,1,3,0,5,2,0,2,0,2,2,1,0,2,4,3,6,10,9,9,5,0,25,23,0,10,1,31,3,2,1
08/10/2020,376,1,29,41,108,68,63,49,24,18,5,0,186,189,1,195,11,60,81,12,17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,5,1,3,5,4,6,3,0,14,15,0,4,2,7,13,1,2
12/05/2020,1205,13,84,165,270,217,170,185,118,52,28,0,610,593,2,492,51,220,288,34,120,0,0,2,1,2,1,2,5,0,5,8,0,7,0,4,2,0,0,4,5,9,5,11,25,13,12,0,41,43,0,25,4,32,17,5,1
03/15/2020,40,0,21,0,3,8,9,8,5,4,3,0,13,27,0,6,4,13,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,4,4,2,0,7,14,0,4,2,11,4,0,0
10/12/2021,372,6,22,96,73,75,54,35,20,15,4,0,196,175,1,58,16,100,109,28,61,0,0,1,2,0,1,1,1,0,2,4,0,2,0,3,1,0,0,0,1,3,3,5,4,5,1,0,11,11,0,8,1,12,1,0,0
10/02/2021,238,4,24,52,40,48,31,37,19,8,3,0,123,114,1,27,8,72,73,29,29,0,0,0,0,0,1,1,2,0,2,2,0,0,0,3,1,0,0,0,4,4,1,6,4,5,0,0,12,12,0,5,0,13,6,0,0
07/08/2020,308,4,28,37,100,67,38,33,20,11,2,0,158,150,0,101,11,83,70,8,35,0,0,0,0,0,2,1,1,0,3,1,0,2,0,1,1,0,0,2,6,3,0,2,5,6,4,0,14,14,0,11,1,8,6,0,2
10/06/2021,374,5,31,89,87,76,42,36,28,9,7,0,182,191,1,63,13,96,121,23,58,0,0,0,1,1,2,0,1,0,1,4,0,4,0,1,0,0,0,0,1,4,6,5,5,7,3,0,18,13,0,1,1,20,9,0,0
06/24/2020,245,9,25,22,77,56,28,34,11,9,8,0,143,101,1,92,5,60,55,5,28,0,0,0,0,3,4,1,1,0,5,4,0,6,1,2,0,0,0,0,7,4,1,4,2,6,1,0,18,7,0,6,0,15,4,0,0
08/29/2020,234,4,25,24,73,37,41,25,22,12,0,0,128,106,0,110,7,28,66,7,16,0,0,0,0,1,1,1,1,0,2,2,0,1,1,0,2,0,0,2,2,4,2,3,5,7,0,0,11,14,0,12,0,8,5,0,0
01/25/2021,859,11,68,102,198,173,130,106,98,32,20,0,458,399,2,319,33,173,215,30,89,0,0,1,1,0,2,2,5,0,1,10,0,5,0,1,4,1,0,2,3,5,3,16,17,12,10,0,36,32,0,15,1,30,18,3,1
09/24/2020,408,5,21,51,122,87,61,44,28,9,6,0,199,206,3,183,7,40,134,7,37,0,0,0,1,1,1,1,1,0,2,3,0,4,0,1,0,0,0,0,0,2,4,5,6,4,0,0,8,13,0,6,0,7,7,1,0
05/28/2020,524,22,70,41,111,90,98,69,62,27,26,0,261,257,6,243,10,133,69,10,59,0,0,0,1,5,1,4,11,0,11,11,0,10,0,7,5,0,0,4,2,10,7,9,15,8,15,0,34,36,0,31,2,23,12,0,2
09/11/2021,317,5,31,66,70,68,48,29,16,14,6,0,182,133,2,82,9,70,87,26,43,0,0,0,0,1,1,1,2,0,1,4,0,2,0,2,1,0,0,0,4,5,8,3,6,2,3,0,13,18,0,7,0,16,6,1,1
06/12/2020,248,21,24,32,61,42,46,27,21,8,11,0,142,103,3,142,3,44,30,7,22,0,0,1,0,3,7,7,3,0,9,12,0,11,0,7,3,0,0,1,1,1,1,6,7,5,2,0,11,13,0,12,0,10,2,0,0
04/18/2021,316,7,53,44,71,78,45,44,18,9,7,0,173,143,0,62,12,131,69,16,26,0,0,0,0,4,0,1,2,0,5,2,0,3,1,3,0,0,0,2,5,4,8,17,9,5,3,0,27,26,0,7,0,37,7,1,1
04/10/2020,571,32,155,22,80,101,99,107,85,42,35,0,256,312,3,188,30,225,89,22,17,0,0,1,3,3,3,9,13,0,11,21,0,3,2,24,3,0,0,0,9,10,22,19,40,27,28,0,63,92,0,51,4,67,24,8,1
10/03/2020,227,3,31,26,57,46,35,28,20,9,6,0,121,106,0,78,7,36,75,10,21,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,0,0,0,2,5,2,4,10,4,4,0,15,16,0,13,0,12,5,0,1
10/01/2020,364,4,26,50,123,69,41,49,15,15,2,0,176,187,1,161,7,33,107,21,35,0,0,0,0,2,1,1,0,0,1,3,0,2,1,1,0,0,0,1,3,4,2,3,7,4,2,0,14,12,0,11,2,9,1,0,3
06/09/2021,64,4,6,11,14,7,12,10,4,3,3,0,33,30,1,17,2,23,14,3,5,0,0,0,0,1,1,0,2,0,2,2,0,0,0,3,1,0,0,0,1,1,0,2,1,0,1,0,2,4,0,4,0,1,1,0,0
09/21/2020,422,2,26,51,124,85,57,46,34,18,7,0,216,204,2,225,7,45,99,15,31,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,3,4,3,4,6,3,3,0,15,11,0,13,0,10,2,1,0
06/15/2021,52,3,5,10,8,10,11,8,2,2,1,0,34,18,0,20,0,16,10,1,5,0,0,1,1,0,0,1,0,0,2,1,0,1,0,2,0,0,0,1,0,2,0,0,1,1,0,0,3,2,0,1,0,3,1,0,0
06/02/2020,246,25,50,14,34,45,44,31,34,18,26,0,125,111,10,95,15,67,24,10,35,0,0,1,0,3,3,4,14,0,12,13,0,15,2,5,3,0,0,0,4,4,4,9,12,12,5,0,22,28,0,21,2,15,11,1,0
06/18/2021,35,2,9,2,10,6,6,6,2,1,2,0,19,16,0,6,2,17,9,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,5,1,0,0,0,4,5,0,3,0,4,2,0,0
06/22/2021,33,3,3,3,7,8,3,5,5,1,1,0,19,14,0,2,0,16,9,2,4,0,0,0,0,2,0,0,1,0,2,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,1,1,0,1,0,0
12/17/2020,1348,24,90,169,327,255,197,183,123,50,43,1,708,636,4,596,54,229,265,51,153,0,0,1,1,3,6,2,11,0,9,15,0,9,0,8,7,0,0,1,5,10,5,13,23,13,19,1,43,46,1,28,4,37,16,1,4
11/02/2020,2324,15,109,271,555,507,373,311,186,75,46,0,1188,1128,8,924,64,390,574,88,284,0,0,0,0,0,2,5,8,0,6,9,0,1,1,5,8,0,0,1,5,11,15,24,22,15,16,0,52,57,0,31,3,47,26,2,0
06/27/2021,16,1,1,4,2,5,1,0,1,3,0,0,10,6,0,3,1,6,3,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
07/07/2021,73,2,6,17,18,16,13,4,3,2,0,0,50,22,1,18,3,19,18,3,12,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,2,1,0,4,2,0,0,0,3,3,0,0
07/01/2021,32,2,7,5,11,8,5,1,2,0,0,0,15,17,0,6,1,8,9,1,7,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,2,1,1,0,0,0,4,3,0,1,0,6,0,0,0
09/08/2020,369,1,21,36,120,80,55,40,23,10,5,0,181,188,0,192,10,44,95,6,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,4,2,4,4,4,0,7,14,0,11,0,5,4,0,1
07/02/2021,55,1,6,5,11,10,13,6,7,3,0,0,33,22,0,8,1,14,20,6,6,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,0,0,0,6,0,0,0
11/25/2020,1834,17,110,260,432,354,257,237,165,84,45,0,968,858,8,658,53,357,417,83,266,0,0,1,1,0,3,6,6,0,4,13,0,8,0,4,5,0,0,2,7,8,11,19,26,17,20,0,57,53,0,38,5,33,27,5,2
04/18/2020,535,39,161,13,89,101,96,90,81,44,21,0,247,288,0,221,19,166,66,19,44,0,0,0,3,4,8,12,12,0,20,19,0,12,5,20,2,0,0,1,7,17,19,37,38,27,15,0,60,101,0,55,3,72,22,8,1
02/25/2021,282,8,21,33,69,60,53,19,26,17,5,0,134,148,0,99,13,46,87,13,24,0,0,0,0,0,1,5,2,0,2,6,0,4,0,1,3,0,0,0,2,2,1,5,4,6,1,0,9,12,0,5,4,9,3,0,0
05/18/2020,945,33,113,67,235,152,190,149,83,46,23,0,496,440,9,514,12,180,93,24,122,0,0,2,2,2,5,10,12,0,13,20,0,10,1,13,9,0,0,1,14,11,15,21,13,22,16,0,52,61,0,45,0,50,16,1,1
11/05/2020,2639,6,115,289,764,579,388,313,186,70,50,0,1377,1251,11,1082,55,411,658,116,317,0,0,1,0,1,0,0,4,0,3,3,0,1,0,1,3,1,0,2,8,12,9,20,31,18,15,0,51,64,0,34,3,48,23,6,1
07/16/2021,155,1,10,23,42,48,14,18,6,3,1,0,79,75,1,22,8,39,55,7,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,3,0,2,0,5,5,0,2,0,7,1,0,0
03/23/2021,568,5,43,66,192,124,74,66,28,11,7,0,281,286,1,133,28,94,222,30,61,0,0,0,0,0,2,3,0,0,2,3,0,2,1,2,0,0,0,1,3,7,6,4,17,2,3,0,20,23,0,9,0,23,10,1,0
12/26/2020,957,19,81,94,235,180,155,140,89,41,23,0,508,446,3,389,27,148,251,55,87,0,0,0,1,0,3,9,6,0,8,11,0,5,0,6,8,0,0,2,10,5,7,13,16,16,12,0,42,39,0,28,1,35,11,5,1
10/03/2021,206,4,26,46,40,36,24,27,20,9,4,0,103,103,0,33,8,55,77,9,24,0,0,0,0,1,2,0,1,0,0,4,0,1,0,1,2,0,0,0,4,2,3,3,3,9,2,0,15,11,0,3,1,15,5,1,1
08/04/2021,497,3,28,69,142,119,77,42,22,18,8,0,255,241,1,82,12,130,152,37,84,0,0,0,0,1,2,0,0,0,2,1,0,0,0,3,0,0,0,2,7,1,4,5,3,3,3,0,17,11,0,4,0,16,6,0,2
05/22/2021,131,5,34,27,37,16,13,19,10,8,1,0,69,62,0,35,1,55,22,6,12,0,0,1,0,0,2,2,0,0,3,2,0,2,1,2,0,0,0,1,4,4,9,7,5,4,0,0,19,15,0,7,0,20,4,1,2
05/16/2020,514,28,102,35,106,87,93,77,59,35,22,0,277,232,5,245,13,109,65,13,69,0,0,1,3,0,6,4,14,0,8,20,0,9,1,12,6,0,0,2,12,4,13,20,18,16,17,0,51,51,0,41,4,32,16,2,7
12/07/2020,2068,35,109,274,472,399,328,285,171,92,47,0,1076,985,7,878,75,409,398,93,215,0,0,0,3,6,3,10,13,0,10,25,0,13,3,10,9,0,0,7,10,7,6,23,22,14,20,0,51,58,0,36,4,46,19,3,1
11/04/2021,489,1,20,147,99,112,53,32,28,11,7,0,267,222,0,66,12,105,152,47,107,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,4,7,1,3,0,9,11,0,7,0,5,5,2,1
09/08/2021,651,7,47,133,178,133,68,62,43,22,12,0,346,299,6,146,26,174,182,39,84,0,0,0,0,3,0,2,2,0,6,1,0,1,0,5,1,0,0,1,4,10,2,8,8,5,9,0,19,28,0,7,2,27,8,2,1
09/03/2021,505,6,44,121,128,95,74,35,23,20,9,0,239,265,1,101,21,127,123,32,101,0,0,0,2,0,1,2,1,0,3,3,0,2,0,4,0,0,0,2,4,6,7,8,6,10,1,0,18,26,0,15,0,17,7,0,5
09/04/2021,334,5,32,68,70,69,50,35,32,7,3,0,180,153,1,54,12,105,90,17,56,0,0,1,0,0,1,2,1,0,0,5,0,2,0,2,1,0,0,0,4,5,3,10,6,2,2,0,25,7,0,8,1,16,6,0,1
04/01/2020,462,24,181,3,57,69,87,85,91,41,29,0,246,216,0,104,24,237,66,16,15,0,0,1,1,1,7,6,8,0,12,12,0,3,1,20,0,0,0,1,4,13,26,39,42,31,25,0,77,104,0,37,5,102,26,8,3
06/28/2020,110,5,27,8,36,22,20,10,9,3,2,0,64,46,0,37,1,24,29,5,14,0,0,0,1,0,2,0,2,0,4,1,0,2,0,2,1,0,0,0,5,0,4,5,4,4,5,0,17,10,0,9,0,12,5,0,1
04/01/2021,721,2,43,89,236,166,88,71,41,26,4,0,368,352,1,170,34,185,241,32,59,0,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,7,4,6,9,8,8,1,0,24,19,0,9,0,24,9,0,1
02/12/2021,357,13,28,42,106,68,48,25,40,20,8,0,168,189,0,100,16,70,117,25,29,0,0,1,2,2,2,3,3,0,5,8,0,3,0,4,6,0,0,1,2,2,4,4,8,5,2,0,12,16,0,4,1,14,6,3,0
02/05/2021,403,8,44,49,101,73,52,54,36,22,16,0,205,196,2,126,25,84,101,20,47,0,0,1,0,1,3,0,3,0,4,4,0,3,0,4,1,0,0,1,2,5,6,5,8,8,9,0,26,18,0,12,2,22,7,1,0
07/26/2020,97,6,18,7,24,25,11,16,8,4,2,0,49,48,0,33,4,20,29,3,8,0,0,0,0,1,1,1,3,0,3,3,0,1,0,3,2,0,0,0,1,2,2,5,5,1,2,0,10,8,0,5,0,9,3,1,0
05/29/2021,89,7,23,17,16,17,15,15,7,1,1,0,42,47,0,26,1,36,9,5,12,0,0,0,1,2,1,1,2,0,3,4,0,0,1,5,1,0,0,1,2,2,1,5,6,3,3,0,15,8,0,4,0,13,5,0,1
04/24/2021,412,10,46,75,84,96,62,49,29,12,5,0,229,183,0,118,16,140,80,15,43,0,0,0,0,2,4,2,2,0,4,6,0,4,0,2,4,0,0,1,3,7,14,6,7,2,6,0,27,19,0,8,0,27,8,1,2
05/17/2020,326,41,97,17,53,58,37,65,44,22,30,0,156,167,3,155,7,87,34,14,29,0,0,1,1,3,14,9,13,0,16,25,0,18,2,13,7,1,0,0,3,5,11,22,26,17,13,0,45,52,0,38,3,29,17,4,6
03/14/2021,183,4,18,24,55,36,32,17,14,5,0,0,87,96,0,39,10,33,67,18,16,0,0,0,0,0,2,1,1,0,2,2,0,1,0,2,1,0,0,1,1,3,1,4,5,2,1,0,8,10,0,1,0,11,4,1,1
03/29/2020,282,20,130,4,29,48,54,50,50,30,17,0,128,154,0,55,12,154,41,10,10,0,1,0,1,4,4,6,4,0,3,17,0,2,2,14,2,0,0,0,6,12,25,23,26,24,14,0,56,74,0,21,3,93,10,2,1
07/09/2020,288,8,29,27,93,58,41,34,23,7,5,0,136,152,0,89,4,92,71,6,26,0,0,0,0,1,2,5,0,0,4,4,0,3,0,3,2,0,0,0,4,3,2,10,5,3,2,0,13,16,0,7,2,15,4,0,1
03/21/2021,222,4,48,28,68,44,29,24,17,8,4,0,101,121,0,50,10,56,82,10,14,0,0,0,0,0,1,0,3,0,2,2,0,1,1,0,2,0,0,1,6,7,3,8,9,8,6,0,30,18,0,10,1,26,11,0,0
05/23/2020,327,30,91,31,63,58,54,54,35,18,14,0,177,150,0,147,8,86,37,10,39,0,1,1,1,2,4,9,12,0,16,14,0,10,0,9,11,0,0,3,8,7,14,12,22,9,16,0,37,54,0,35,3,38,8,3,4
08/30/2020,100,5,22,12,24,16,18,14,8,4,4,0,49,51,0,30,1,24,37,5,3,0,0,0,0,0,0,3,2,0,4,1,0,1,0,4,0,0,0,2,2,1,2,4,4,2,5,0,9,13,0,6,0,9,7,0,0
03/12/2020,21,0,7,0,6,5,2,4,3,1,0,0,6,15,0,2,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,3,4,0,0,1,4,2,0,0
06/26/2021,20,0,4,3,4,8,3,0,2,0,0,0,11,9,0,6,1,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,3,1,0,2,0,2,0,0,0
10/16/2021,175,4,23,30,38,26,31,18,19,11,2,0,85,90,0,24,5,44,61,21,20,0,0,0,0,1,1,1,1,0,3,1,0,1,0,2,1,0,0,1,5,1,1,5,4,5,1,0,12,11,0,5,1,8,5,1,3
09/10/2021,515,5,23,106,146,82,71,48,34,19,9,0,263,246,6,96,18,151,152,29,69,0,0,0,0,2,1,1,1,0,2,3,0,1,1,2,1,0,0,0,5,1,3,3,4,2,5,0,11,12,0,4,0,12,5,0,2
09/21/2021,463,6,35,119,95,80,65,48,30,18,8,0,242,215,6,89,15,136,142,28,53,0,0,0,1,1,1,1,2,0,0,6,0,0,0,4,2,0,0,0,3,3,6,4,10,4,5,0,17,18,0,6,0,22,5,1,1
02/23/2021,314,12,18,31,90,63,37,49,25,12,7,0,156,158,0,100,16,72,93,7,26,0,0,0,1,2,2,4,3,0,5,7,0,3,0,5,4,0,0,0,3,1,3,4,2,3,2,0,12,6,0,2,1,8,5,2,0
03/28/2020,248,4,132,2,27,54,36,44,38,28,19,0,138,110,0,37,7,139,45,11,9,0,0,0,0,2,0,1,1,0,1,3,0,1,0,2,1,0,0,1,5,11,18,33,21,22,21,0,70,62,0,22,3,85,16,6,0
12/24/2020,620,21,49,69,128,129,82,85,66,32,29,0,302,313,5,171,28,115,205,27,74,0,0,0,0,0,7,5,9,0,8,13,0,6,2,9,4,0,0,2,1,3,8,6,9,8,12,0,23,26,0,15,2,17,14,1,0
10/09/2021,237,4,20,52,51,52,31,26,16,7,2,0,114,121,2,43,9,56,79,20,30,0,0,0,0,0,1,2,1,0,3,1,0,0,0,4,0,0,0,1,0,4,4,3,5,1,2,0,12,8,0,4,0,9,6,0,1
06/15/2020,235,20,31,36,57,42,34,30,25,9,2,0,133,102,0,109,5,59,26,10,26,0,0,0,1,1,2,5,11,0,9,11,0,5,2,4,8,0,1,4,6,3,2,5,8,0,3,0,21,10,0,12,1,11,6,0,1
08/14/2020,347,3,26,54,86,64,59,40,26,10,8,0,180,164,3,145,5,71,90,13,23,0,0,0,0,0,1,1,1,0,1,2,0,1,0,2,0,0,0,1,1,2,3,3,7,5,4,0,14,12,0,5,0,16,5,0,0
11/04/2020,2514,8,96,303,708,563,365,289,173,84,29,0,1289,1215,10,1030,75,400,691,78,240,0,0,0,0,0,1,2,5,0,5,3,0,5,0,1,2,0,0,4,5,4,9,25,16,24,9,0,49,47,0,33,1,36,22,3,1
09/09/2020,400,5,21,41,132,74,54,46,37,11,5,0,217,183,0,206,13,58,97,8,18,0,0,0,0,1,1,2,1,0,4,1,0,5,0,0,0,0,0,0,1,0,5,4,3,6,2,0,11,10,0,9,1,6,3,0,2
06/06/2020,170,20,38,18,33,22,36,28,20,9,4,0,88,81,1,93,1,30,26,7,13,0,0,1,1,0,7,7,4,0,7,13,0,8,1,9,2,0,0,0,6,5,4,5,10,2,6,0,12,26,0,16,0,13,8,0,1
08/15/2020,220,5,21,18,64,41,29,34,21,11,2,0,104,114,2,80,6,55,63,6,10,0,0,0,1,0,0,2,2,0,3,2,0,0,0,3,2,0,0,1,4,2,0,5,3,5,1,0,10,11,0,7,0,10,3,1,0
03/06/2021,218,2,31,29,56,50,25,21,22,8,7,0,107,111,0,87,13,45,45,14,14,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,5,4,4,6,6,6,0,12,19,0,6,1,14,6,2,2
03/18/2021,424,3,33,55,168,78,53,40,22,3,5,0,203,219,2,83,16,95,169,21,40,0,0,0,0,1,0,0,2,0,2,1,0,1,1,1,0,0,0,4,3,4,4,4,11,2,1,0,16,17,0,4,2,15,9,3,0
06/21/2020,48,11,16,4,16,11,3,7,2,4,1,0,29,19,0,17,1,12,8,4,6,0,0,1,0,1,3,3,3,0,6,5,0,4,0,3,4,0,0,1,2,1,1,3,3,4,1,0,11,5,0,6,0,7,2,1,0
06/26/2020,219,13,29,18,60,49,29,26,17,11,9,0,120,98,1,75,6,54,58,5,21,0,0,1,2,0,0,4,6,0,6,7,0,1,0,5,7,0,0,2,0,3,2,5,8,4,5,0,11,18,0,6,2,15,4,1,1
06/23/2021,47,0,6,7,10,11,9,6,2,0,2,0,28,19,0,11,1,16,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,0,4,2,0,2,0,4,0,0,0
10/31/2021,237,1,21,51,38,58,40,17,21,9,3,0,123,113,1,28,7,54,83,26,39,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,4,0,4,8,2,2,0,13,8,0,2,2,15,2,0,0
05/30/2021,52,7,10,7,15,11,6,6,7,0,0,0,23,29,0,18,0,17,9,1,7,0,0,0,0,1,1,3,2,0,3,4,0,1,0,5,1,0,0,1,0,0,3,1,4,0,1,0,7,3,0,2,0,6,2,0,0
03/21/2020,125,2,62,0,18,25,20,28,16,13,5,0,53,72,0,27,6,62,27,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,4,6,7,18,9,14,4,0,23,39,0,12,4,34,11,1,0
12/12/2020,915,21,79,110,215,178,135,124,90,45,18,0,468,445,2,336,33,155,260,30,101,0,0,0,0,2,5,5,9,0,10,11,0,3,2,9,7,0,0,1,2,5,7,18,18,17,11,0,37,42,0,16,5,39,15,3,1
10/24/2021,205,4,9,49,41,55,23,16,12,6,3,0,109,94,2,37,10,35,69,24,30,0,0,0,0,1,3,0,0,0,2,2,0,0,1,2,1,0,0,0,1,0,1,2,0,3,2,0,4,5,0,1,0,6,2,0,0
05/27/2021,122,6,18,19,32,22,15,10,15,6,3,0,65,57,0,38,0,53,19,2,10,0,0,0,0,0,2,2,2,0,4,2,0,0,0,4,2,0,0,0,0,3,3,2,5,2,3,0,11,7,0,5,0,9,3,1,0
06/30/2021,51,0,6,11,12,10,9,3,3,3,0,0,20,31,0,15,2,11,14,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,1,5,0,1,0,4,0,0,1
12/15/2020,1616,22,87,214,365,269,260,242,156,66,44,0,822,788,6,691,47,299,336,70,173,0,0,0,3,4,7,6,2,0,7,15,0,10,1,6,5,0,0,1,2,5,11,13,28,14,13,0,37,50,0,28,5,34,15,3,2
11/13/2020,2694,19,121,333,649,539,402,344,244,123,60,0,1449,1237,8,1094,77,477,637,115,294,0,0,0,0,4,2,6,7,0,8,11,0,6,0,5,8,0,0,1,9,13,6,18,31,28,15,0,47,74,0,43,2,45,27,2,2
